ax,ay,az,prob1,prob2,prob3,movementLabel,infer_time
0.1541,-0.6838,0.6774,0.3228,0.3485,0.3286,jalar,0.0
0.1544,-0.6844,0.6812,0.3228,0.3485,0.3286,jalar,0.0
0.157,-0.6846,0.6788,0.3228,0.3485,0.3286,jalar,0.0
0.1553,-0.684,0.6783,0.3228,0.3485,0.3286,jalar,0.0
0.1555,-0.6838,0.6781,0.3228,0.3485,0.3286,jalar,0.0
0.1544,-0.6842,0.6738,0.3228,0.3485,0.3286,jalar,0.0
0.153,-0.6824,0.6722,0.3228,0.3485,0.3286,jalar,0.0
0.1548,-0.6804,0.6721,0.3228,0.3485,0.3286,jalar,0.0
0.1547,-0.6788,0.6697,0.3228,0.3485,0.3286,jalar,0.0
0.156,-0.6781,0.6674,0.3228,0.3485,0.3286,jalar,0.0
0.1536,-0.6753,0.6666,0.3228,0.3485,0.3286,jalar,0.0
0.1521,-0.67,0.6611,0.3228,0.3485,0.3286,jalar,0.0
0.149,-0.6709,0.6577,0.3228,0.3485,0.3286,jalar,0.0
0.1505,-0.6722,0.6555,0.3228,0.3485,0.3286,jalar,0.0
0.1538,-0.6704,0.6549,0.3228,0.3485,0.3286,jalar,0.0
0.1541,-0.6699,0.6584,0.3228,0.3485,0.3286,jalar,0.0
0.1554,-0.6697,0.6622,0.3228,0.3485,0.3286,jalar,0.0
0.156,-0.6742,0.6664,0.3228,0.3485,0.3286,jalar,0.0
0.1559,-0.6753,0.6737,0.3228,0.3485,0.3286,jalar,0.0
0.1593,-0.6714,0.6782,0.3228,0.3485,0.3286,jalar,0.0
0.1597,-0.6737,0.6809,0.3228,0.3485,0.3286,jalar,0.0
0.1611,-0.6798,0.6858,0.3228,0.3485,0.3286,jalar,0.0
0.1644,-0.6855,0.688,0.3228,0.3485,0.3286,jalar,0.0
0.1635,-0.6871,0.6853,0.3228,0.3485,0.3286,jalar,0.0
0.1614,-0.6868,0.6812,0.3228,0.3485,0.3286,jalar,0.0
0.1614,-0.6881,0.6779,0.3228,0.3485,0.3286,jalar,0.0
0.1626,-0.6884,0.6793,0.3228,0.3485,0.3286,jalar,0.0
0.1632,-0.6865,0.6852,0.3228,0.3485,0.3286,jalar,0.0
0.1656,-0.6913,0.6907,0.3228,0.3485,0.3286,jalar,0.0
0.1693,-0.6934,0.6942,0.3228,0.3485,0.3286,jalar,0.0
0.1677,-0.6943,0.6956,0.3228,0.3485,0.3286,jalar,0.0
0.1697,-0.6949,0.6949,0.3228,0.3485,0.3286,jalar,0.0
0.1707,-0.6951,0.691,0.3228,0.3485,0.3286,jalar,0.0
0.1669,-0.6921,0.6824,0.3228,0.3485,0.3286,jalar,0.0
0.1626,-0.6858,0.6722,0.3228,0.3485,0.3286,jalar,0.0
0.1636,-0.6826,0.6661,0.3228,0.3485,0.3286,jalar,0.0
0.1591,-0.6793,0.6605,0.3228,0.3485,0.3286,jalar,0.0
0.1597,-0.6752,0.6564,0.3228,0.3485,0.3286,jalar,0.0
0.1597,-0.6757,0.6552,0.3228,0.3485,0.3286,jalar,0.0
0.1599,-0.6768,0.6573,0.3228,0.3485,0.3286,jalar,0.0
0.1615,-0.682,0.6615,0.3228,0.3485,0.3286,jalar,0.0
0.1611,-0.6837,0.6665,0.3228,0.3485,0.3286,jalar,0.0
0.162,-0.6835,0.6642,0.3228,0.3485,0.3286,jalar,0.0
0.1652,-0.6809,0.6678,0.3228,0.3485,0.3286,jalar,0.0
0.167,-0.6863,0.6722,0.3228,0.3485,0.3286,jalar,0.0
0.1653,-0.6887,0.6799,0.3228,0.3485,0.3286,jalar,0.0
0.1683,-0.6843,0.6829,0.3228,0.3485,0.3286,jalar,0.0
0.1688,-0.6837,0.683,0.3228,0.3485,0.3286,jalar,0.0
0.1703,-0.6851,0.6841,0.3228,0.3485,0.3286,jalar,0.0
0.1718,-0.6892,0.6887,0.3228,0.3485,0.3286,jalar,0.0
0.1729,-0.6885,0.6881,0.3228,0.3485,0.3286,jalar,0.0
0.1708,-0.6869,0.6855,0.3228,0.3485,0.3286,jalar,0.0
0.1711,-0.6853,0.6832,0.3228,0.3485,0.3286,jalar,0.0
0.1719,-0.6895,0.6803,0.3228,0.3485,0.3286,jalar,0.0
0.1698,-0.693,0.677,0.3228,0.3485,0.3286,jalar,0.0
0.1666,-0.6881,0.673,0.3228,0.3485,0.3286,jalar,0.0
0.1658,-0.6788,0.6703,0.3228,0.3485,0.3286,jalar,0.0
0.1622,-0.6722,0.6642,0.3228,0.3485,0.3286,jalar,0.0
0.1609,-0.674,0.6608,0.3228,0.3485,0.3286,jalar,0.0
0.1627,-0.684,0.6649,0.3228,0.3485,0.3286,jalar,0.0
0.1633,-0.6848,0.668,0.3228,0.3485,0.3286,jalar,0.0
0.1633,-0.6785,0.6697,0.3228,0.3485,0.3286,jalar,0.0
0.1615,-0.6758,0.6665,0.3228,0.3485,0.3286,jalar,0.0
0.1587,-0.6727,0.662,0.3228,0.3485,0.3286,jalar,0.0
0.1576,-0.6693,0.6577,0.3228,0.3485,0.3286,jalar,0.0
0.1558,-0.665,0.6521,0.3228,0.3485,0.3286,jalar,0.0
0.15,-0.6617,0.6407,0.3228,0.3485,0.3286,jalar,0.0
0.1495,-0.6609,0.6326,0.3228,0.3485,0.3286,jalar,0.0
0.1552,-0.6647,0.6332,0.3228,0.3485,0.3286,jalar,0.0
0.1548,-0.6648,0.6373,0.3228,0.3485,0.3286,jalar,0.0
0.1597,-0.6646,0.6501,0.3228,0.3485,0.3286,jalar,0.0
0.1656,-0.6709,0.6646,0.3228,0.3485,0.3286,jalar,0.0
0.1669,-0.6755,0.6788,0.3228,0.3485,0.3286,jalar,0.0
0.1686,-0.6809,0.6897,0.3228,0.3485,0.3286,jalar,0.0
0.1741,-0.688,0.7025,0.3228,0.3485,0.3286,jalar,0.0
0.1743,-0.6956,0.7129,0.3228,0.3485,0.3286,jalar,0.0
0.1741,-0.7002,0.7183,0.3228,0.3485,0.3286,jalar,0.0
0.1722,-0.6987,0.7227,0.3228,0.3485,0.3286,jalar,0.0
0.1725,-0.6974,0.7212,0.3228,0.3485,0.3286,jalar,0.0
0.1716,-0.697,0.7192,0.3228,0.3485,0.3286,jalar,0.0
0.1711,-0.7004,0.7136,0.3228,0.3485,0.3286,jalar,0.0
0.1678,-0.7,0.7075,0.3228,0.3485,0.3286,jalar,0.0
0.1711,-0.697,0.704,0.3228,0.3485,0.3286,jalar,0.0
0.1715,-0.6956,0.6942,0.3228,0.3485,0.3286,jalar,0.0
0.1688,-0.6947,0.6886,0.3228,0.3485,0.3286,jalar,0.0
0.17,-0.6931,0.6823,0.3228,0.3485,0.3286,jalar,0.0
0.1678,-0.6892,0.6769,0.3228,0.3485,0.3286,jalar,0.0
0.1671,-0.6858,0.6724,0.3228,0.3485,0.3286,jalar,0.0
0.1682,-0.6857,0.6708,0.3228,0.3485,0.3286,jalar,0.0
0.1692,-0.6837,0.6661,0.3228,0.3485,0.3286,jalar,0.0
0.1681,-0.6855,0.6631,0.3228,0.3485,0.3286,jalar,0.0
0.1675,-0.6876,0.6602,0.3228,0.3485,0.3286,jalar,0.0
0.1677,-0.6844,0.6581,0.3228,0.3485,0.3286,jalar,0.0
0.1675,-0.6846,0.6606,0.3228,0.3485,0.3286,jalar,0.0
0.1672,-0.6819,0.6611,0.3228,0.3485,0.3286,jalar,0.0
0.1682,-0.6807,0.6605,0.3228,0.3485,0.3286,jalar,0.0
0.1675,-0.6838,0.6613,0.3228,0.3485,0.3286,jalar,0.0
0.1688,-0.6846,0.6583,0.3228,0.3485,0.3286,jalar,0.0
0.1681,-0.6846,0.6578,0.3228,0.3485,0.3286,jalar,0.0
0.1675,-0.6821,0.6571,0.3228,0.3485,0.3286,jalar,0.0
0.1664,-0.6804,0.6604,0.3228,0.3485,0.3286,jalar,0.0
0.1669,-0.6813,0.6658,0.3228,0.3485,0.3286,jalar,0.0
0.1669,-0.6818,0.6713,0.3228,0.3485,0.3286,jalar,0.0
0.1661,-0.6831,0.6758,0.3228,0.3485,0.3286,jalar,0.0
0.1671,-0.6854,0.6819,0.3228,0.3485,0.3286,jalar,0.0
0.1683,-0.6848,0.6847,0.3228,0.3485,0.3286,jalar,0.0
0.1687,-0.6836,0.6886,0.3228,0.3485,0.3286,jalar,0.0
0.1676,-0.6812,0.6897,0.3228,0.3485,0.3286,jalar,0.0
0.168,-0.6838,0.6915,0.3228,0.3485,0.3286,jalar,0.0
0.1672,-0.6896,0.6927,0.3228,0.3485,0.3286,jalar,0.0
0.167,-0.6907,0.6913,0.3228,0.3485,0.3286,jalar,0.0
0.165,-0.6866,0.6897,0.3228,0.3485,0.3286,jalar,0.0
0.1655,-0.6858,0.6876,0.3228,0.3485,0.3286,jalar,0.0
0.1643,-0.6899,0.6847,0.3228,0.3485,0.3286,jalar,0.0
0.1631,-0.6924,0.684,0.3228,0.3485,0.3286,jalar,0.0
0.1631,-0.6866,0.6812,0.3228,0.3485,0.3286,jalar,0.0
0.1635,-0.6815,0.6801,0.3228,0.3485,0.3286,jalar,0.0
0.1635,-0.6796,0.678,0.3228,0.3485,0.3286,jalar,0.0
0.1598,-0.6781,0.677,0.3228,0.3485,0.3286,jalar,0.0
0.1577,-0.6765,0.6749,0.3228,0.3485,0.3286,jalar,0.0
0.1575,-0.6768,0.6742,0.3228,0.3485,0.3286,jalar,0.0
0.1583,-0.6779,0.6721,0.3228,0.3485,0.3286,jalar,0.0
0.1575,-0.6813,0.6709,0.3228,0.3485,0.3286,jalar,0.0
0.1578,-0.6785,0.6697,0.3228,0.3485,0.3286,jalar,0.0
0.1561,-0.6758,0.6707,0.3228,0.3485,0.3286,jalar,0.0
0.1578,-0.6783,0.6742,0.3228,0.3485,0.3286,jalar,0.0
0.1582,-0.6859,0.6818,0.3228,0.3485,0.3286,jalar,0.0
0.157,-0.6852,0.6863,0.3228,0.3485,0.3286,jalar,0.0
0.1583,-0.6843,0.6912,0.3228,0.3485,0.3286,jalar,0.0
0.158,-0.6874,0.6891,0.3228,0.3485,0.3286,jalar,0.0
0.157,-0.6896,0.6853,0.3228,0.3485,0.3286,jalar,0.0
0.1578,-0.6849,0.6819,0.3228,0.3485,0.3286,jalar,0.0
0.1575,-0.6842,0.6802,0.3228,0.3485,0.3286,jalar,0.0
0.1555,-0.6836,0.6801,0.3228,0.3485,0.3286,jalar,0.0
0.1583,-0.6838,0.6827,0.3228,0.3485,0.3286,jalar,0.0
0.1616,-0.6876,0.6854,0.3228,0.3485,0.3286,jalar,0.0
0.1614,-0.6896,0.6876,0.3228,0.3485,0.3286,jalar,0.0
0.1616,-0.6912,0.6847,0.3228,0.3485,0.3286,jalar,0.0
0.1624,-0.6846,0.6816,0.3228,0.3485,0.3286,jalar,0.0
0.1621,-0.684,0.6853,0.3228,0.3485,0.3286,jalar,0.0
0.1633,-0.687,0.6885,0.3228,0.3485,0.3286,jalar,0.0
0.1646,-0.688,0.6888,0.3228,0.3485,0.3286,jalar,0.0
0.1647,-0.6895,0.6863,0.3228,0.3485,0.3286,jalar,0.0
0.1627,-0.6931,0.6842,0.3228,0.3485,0.3286,jalar,0.0
0.1625,-0.6932,0.6826,0.3228,0.3485,0.3286,jalar,0.0
0.1655,-0.6931,0.6792,0.3228,0.3485,0.3286,jalar,0.0
0.1631,-0.6908,0.6763,0.3228,0.3485,0.3286,jalar,0.0
0.1631,-0.6885,0.671,0.3228,0.3485,0.3286,jalar,0.0
0.1633,-0.6863,0.6652,0.3228,0.3485,0.3286,jalar,0.0
0.1637,-0.6892,0.6624,0.3228,0.3485,0.3286,jalar,0.0
0.1646,-0.6919,0.6626,0.3228,0.3485,0.3286,jalar,0.0
0.1647,-0.6849,0.6624,0.3228,0.3485,0.3286,jalar,0.0
0.1631,-0.6821,0.6616,0.3228,0.3485,0.3286,jalar,0.0
0.1636,-0.6871,0.6611,0.3228,0.3485,0.3286,jalar,0.0
0.1637,-0.6884,0.6602,0.3228,0.3485,0.3286,jalar,0.0
0.1655,-0.6887,0.6588,0.3228,0.3485,0.3286,jalar,0.0
0.1641,-0.6924,0.6595,0.3228,0.3485,0.3286,jalar,0.0
0.1625,-0.6915,0.6675,0.3228,0.3485,0.3286,jalar,0.0
0.1638,-0.6862,0.6729,0.3228,0.3485,0.3286,jalar,0.0
0.1609,-0.6887,0.6798,0.3228,0.3485,0.3286,jalar,0.0
0.1619,-0.6936,0.6838,0.3228,0.3485,0.3286,jalar,0.0
0.1642,-0.6946,0.6907,0.3228,0.3485,0.3286,jalar,0.0
0.1656,-0.6963,0.6981,0.3228,0.3485,0.3286,jalar,0.0
0.1654,-0.6948,0.7001,0.3228,0.3485,0.3286,jalar,0.0
0.1689,-0.6879,0.6941,0.3228,0.3485,0.3286,jalar,0.0
0.1838,-0.6855,0.6786,0.3228,0.3485,0.3286,jalar,0.0
0.224,-0.688,0.6393,0.3228,0.3485,0.3286,jalar,0.0
0.3123,-0.7052,0.5438,0.3228,0.3485,0.3286,jalar,0.0
0.4319,-0.7228,0.2843,0.3228,0.3485,0.3286,jalar,0.0
0.5055,-0.7395,-0.2559,0.3228,0.3485,0.3286,jalar,0.0
0.5919,-0.5707,-1.1675,0.3228,0.3485,0.3286,jalar,0.0
0.6582,-0.1744,-2.142,0.3228,0.3485,0.3286,jalar,0.0
0.9022,0.3346,-3.089,0.3228,0.3485,0.3286,jalar,0.0
0.8688,0.5815,-3.4589,0.3228,0.3485,0.3286,jalar,0.0
0.698,0.137,-3.3239,0.3228,0.3485,0.3286,jalar,0.0
0.7045,-0.2429,-2.9862,0.3228,0.3485,0.3286,jalar,0.0
0.9431,-0.5845,-1.7473,0.3228,0.3485,0.3286,jalar,0.0
1.5697,-0.7806,0.1132,0.3228,0.3485,0.3286,jalar,0.0
2.1503,-0.855,2.5635,0.3228,0.3485,0.3286,jalar,0.0
2.368,-0.4269,3.9995,0.3228,0.3485,0.3286,jalar,0.0
1.5125,-0.2974,3.9995,0.3228,0.3485,0.3286,jalar,0.0
0.3861,-0.6843,3.9995,0.3228,0.3485,0.3286,jalar,0.0
-0.1207,-0.6477,3.9995,0.3228,0.3485,0.3286,jalar,0.0
-0.4658,-0.2986,3.9995,0.3228,0.3485,0.3286,jalar,0.0
-0.6649,-0.2094,3.9995,0.3228,0.3485,0.3286,jalar,0.0
-0.8645,-0.1666,3.9995,0.3228,0.3485,0.3286,jalar,0.0
-0.7839,-0.0852,3.1119,0.3228,0.3485,0.3286,jalar,0.0
-0.5663,0.1127,1.864,0.3228,0.3485,0.3286,jalar,0.0
-0.2703,0.4073,0.8539,0.3228,0.3485,0.3286,jalar,0.0
0.0494,0.6053,0.0112,0.3228,0.3485,0.3286,jalar,0.0
0.3153,0.639,-0.6302,0.3228,0.3485,0.3286,jalar,0.0
0.5835,0.546,-1.1019,0.3228,0.3485,0.3286,jalar,0.0
0.8954,0.3948,-1.4312,0.3228,0.3485,0.3286,jalar,0.0
1.2267,0.1791,-1.6447,0.3228,0.3485,0.3286,jalar,0.0
1.468,-0.0817,-1.7972,0.3228,0.3485,0.3286,jalar,0.0
1.5424,-0.3303,-1.9189,0.3228,0.3485,0.3286,jalar,0.0
1.5358,-0.506,-1.9647,0.3228,0.3485,0.3286,jalar,0.0
1.5044,-0.6088,-1.9055,0.3228,0.3485,0.3286,jalar,0.0
1.4323,-0.673,-1.7399,0.3228,0.3485,0.3286,jalar,0.0
1.3121,-0.6566,-1.4852,0.3228,0.3485,0.3286,jalar,0.0
1.1615,-0.6188,-1.1798,0.3228,0.3485,0.3286,jalar,0.0
0.9899,-0.5941,-0.83,0.3228,0.3485,0.3286,jalar,0.0
0.8247,-0.6105,-0.4241,0.3228,0.3485,0.3286,jalar,0.0
0.6913,-0.6921,0.0198,0.3228,0.3485,0.3286,jalar,0.0
0.579,-0.8099,0.49,0.3228,0.3485,0.3286,jalar,0.0
0.5009,-0.9414,0.9338,0.3228,0.3485,0.3286,jalar,0.0
0.4497,-1.0309,1.2686,0.3228,0.3485,0.3286,jalar,0.0
0.399,-1.0806,1.5161,0.3228,0.3485,0.3286,jalar,0.0
0.3442,-1.0778,1.6395,0.3228,0.3485,0.3286,jalar,0.0
0.276,-1.0256,1.6682,0.3228,0.3485,0.3286,jalar,0.0
0.2089,-0.949,1.6302,0.3228,0.3485,0.3286,jalar,0.0
0.1636,-0.8965,1.5363,0.3228,0.3485,0.3286,jalar,0.0
0.1366,-0.8461,1.3986,0.3228,0.3485,0.3286,jalar,0.0
0.1097,-0.7976,1.2197,0.3228,0.3485,0.3286,jalar,0.0
0.0836,-0.7596,1.0295,0.3228,0.3485,0.3286,jalar,0.0
0.0646,-0.7241,0.8579,0.3228,0.3485,0.3286,jalar,0.0
0.0841,-0.6902,0.6982,0.3228,0.3485,0.3286,jalar,0.0
0.1064,-0.6768,0.5922,0.3228,0.3485,0.3286,jalar,0.0
0.1277,-0.6691,0.514,0.3228,0.3485,0.3286,jalar,0.0
0.1449,-0.655,0.4767,0.3228,0.3485,0.3286,jalar,0.0
0.1614,-0.6499,0.4567,0.3228,0.3485,0.3286,jalar,0.0
0.1702,-0.6511,0.4553,0.3228,0.3485,0.3286,jalar,0.0
0.1708,-0.6534,0.4502,0.3228,0.3485,0.3286,jalar,0.0
0.1725,-0.6561,0.4469,0.3228,0.3485,0.3286,jalar,0.0
0.1824,-0.6573,0.4635,0.3228,0.3485,0.3286,jalar,0.0
0.2045,-0.6672,0.4982,0.3228,0.3485,0.3286,jalar,0.0
0.2097,-0.676,0.5323,0.3228,0.3485,0.3286,jalar,0.0
0.2114,-0.6932,0.568,0.3228,0.3485,0.3286,jalar,0.0
0.2172,-0.7157,0.6005,0.3228,0.3485,0.3286,jalar,0.0
0.2233,-0.7396,0.6322,0.3228,0.3485,0.3286,jalar,0.0
0.2284,-0.7417,0.6575,0.3228,0.3485,0.3286,jalar,0.0
0.222,-0.7363,0.6748,0.3228,0.3485,0.3286,jalar,0.0
0.212,-0.7313,0.6854,0.3228,0.3485,0.3286,jalar,0.0
0.2086,-0.7344,0.6876,0.3228,0.3485,0.3286,jalar,0.0
0.208,-0.7354,0.6791,0.3228,0.3485,0.3286,jalar,0.0
0.2054,-0.7319,0.6702,0.3228,0.3485,0.3286,jalar,0.0
0.2056,-0.7241,0.6631,0.3228,0.3485,0.3286,jalar,0.0
0.207,-0.7257,0.6555,0.3228,0.3485,0.3286,jalar,0.0
0.2028,-0.7245,0.6467,0.3228,0.3485,0.3286,jalar,0.0
0.2018,-0.7211,0.6338,0.0001,0.0,0.9999,reves,0.0
0.2042,-0.7155,0.6205,0.0001,0.0,0.9999,reves,0.0
0.2023,-0.7122,0.6085,0.0001,0.0,0.9999,reves,0.0
0.205,-0.7183,0.6049,0.0001,0.0,0.9999,reves,0.0
0.2103,-0.7219,0.6119,0.0001,0.0,0.9999,reves,0.0
0.2145,-0.718,0.6058,0.0001,0.0,0.9999,reves,0.0
0.2141,-0.7159,0.5997,0.0001,0.0,0.9999,reves,0.0
