ax,ay,az,prob1,prob2,prob3,movementLabel,infer_time
0.2148,-0.7183,0.593,0.0001,0.0,0.9999,reves,0.0
0.2146,-0.7201,0.5815,0.0001,0.0,0.9999,reves,0.0
0.2136,-0.7213,0.5767,0.0001,0.0,0.9999,reves,0.0
0.2166,-0.7233,0.5775,0.0001,0.0,0.9999,reves,0.0
0.2187,-0.7308,0.5826,0.0001,0.0,0.9999,reves,0.0
0.2251,-0.7371,0.5902,0.0001,0.0,0.9999,reves,0.0
0.2257,-0.7468,0.5901,0.0001,0.0,0.9999,reves,0.0
0.2268,-0.7555,0.5879,0.0001,0.0,0.9999,reves,0.0
0.2334,-0.7593,0.5908,0.0001,0.0,0.9999,reves,0.0
0.2394,-0.7614,0.5961,0.0001,0.0,0.9999,reves,0.0
0.2396,-0.7579,0.6034,0.0001,0.0,0.9999,reves,0.0
0.2482,-0.7594,0.613,0.0001,0.0,0.9999,reves,0.0
0.2538,-0.766,0.6199,0.0001,0.0,0.9999,reves,0.0
0.2505,-0.7701,0.6266,0.0001,0.0,0.9999,reves,0.0
0.2559,-0.7705,0.6327,0.0001,0.0,0.9999,reves,0.0
0.2576,-0.7725,0.642,0.0001,0.0,0.9999,reves,0.0
0.2533,-0.7683,0.6384,0.0001,0.0,0.9999,reves,0.0
0.2462,-0.7588,0.631,0.0001,0.0,0.9999,reves,0.0
0.2415,-0.7489,0.6235,0.0001,0.0,0.9999,reves,0.0
0.2368,-0.7437,0.6219,0.0001,0.0,0.9999,reves,0.0
0.2323,-0.7384,0.6185,0.0001,0.0,0.9999,reves,0.0
0.2274,-0.7274,0.611,0.0001,0.0,0.9999,reves,0.0
0.2201,-0.7172,0.6018,0.0001,0.0,0.9999,reves,0.0
0.2152,-0.712,0.5927,0.0001,0.0,0.9999,reves,0.0
0.2117,-0.7122,0.5902,0.0001,0.0,0.9999,reves,0.0
0.2119,-0.7081,0.5908,0.0001,0.0,0.9999,reves,0.0
0.2117,-0.7058,0.5937,0.0001,0.0,0.9999,reves,0.0
0.21,-0.7078,0.5968,0.0001,0.0,0.9999,reves,0.0
0.2104,-0.7075,0.5996,0.0001,0.0,0.9999,reves,0.0
0.2104,-0.7122,0.6011,0.0001,0.0,0.9999,reves,0.0
0.2104,-0.7158,0.6028,0.0001,0.0,0.9999,reves,0.0
0.2124,-0.7162,0.6056,0.0001,0.0,0.9999,reves,0.0
0.2098,-0.7179,0.6071,0.0001,0.0,0.9999,reves,0.0
0.2104,-0.7194,0.6096,0.0001,0.0,0.9999,reves,0.0
0.212,-0.7231,0.6169,0.0001,0.0,0.9999,reves,0.0
0.2117,-0.7214,0.6222,0.0001,0.0,0.9999,reves,0.0
0.2112,-0.7206,0.6216,0.0001,0.0,0.9999,reves,0.0
0.2135,-0.7235,0.623,0.0001,0.0,0.9999,reves,0.0
0.2137,-0.7245,0.6233,0.0001,0.0,0.9999,reves,0.0
0.2131,-0.7207,0.6194,0.0001,0.0,0.9999,reves,0.0
0.2142,-0.7177,0.6154,0.0001,0.0,0.9999,reves,0.0
0.2117,-0.7152,0.6118,0.0001,0.0,0.9999,reves,0.0
0.2119,-0.7198,0.6099,0.0001,0.0,0.9999,reves,0.0
0.2155,-0.7234,0.6111,0.0001,0.0,0.9999,reves,0.0
0.2179,-0.7241,0.6144,0.0001,0.0,0.9999,reves,0.0
0.2227,-0.729,0.6204,0.0001,0.0,0.9999,reves,0.0
0.2228,-0.7324,0.6233,0.0001,0.0,0.9999,reves,0.0
0.2238,-0.7365,0.6222,0.0001,0.0,0.9999,reves,0.0
0.2233,-0.7363,0.6217,0.0001,0.0,0.9999,reves,0.0
0.2205,-0.7316,0.6189,0.0001,0.0,0.9999,reves,0.0
0.2181,-0.7273,0.6168,0.0001,0.0,0.9999,reves,0.0
0.2163,-0.724,0.6128,0.0001,0.0,0.9999,reves,0.0
0.2151,-0.7225,0.6088,0.0001,0.0,0.9999,reves,0.0
0.2141,-0.7194,0.6035,0.0001,0.0,0.9999,reves,0.0
0.2144,-0.7197,0.6014,0.0001,0.0,0.9999,reves,0.0
0.2161,-0.7212,0.5995,0.0001,0.0,0.9999,reves,0.0
0.2147,-0.7234,0.6008,0.0001,0.0,0.9999,reves,0.0
0.215,-0.7202,0.6045,0.0001,0.0,0.9999,reves,0.0
0.2167,-0.7194,0.6062,0.0001,0.0,0.9999,reves,0.0
0.2169,-0.7286,0.6085,0.0001,0.0,0.9999,reves,0.0
0.2172,-0.7313,0.611,0.0001,0.0,0.9999,reves,0.0
0.2191,-0.7281,0.6154,0.0001,0.0,0.9999,reves,0.0
0.2202,-0.7289,0.6188,0.0001,0.0,0.9999,reves,0.0
0.2178,-0.7332,0.6223,0.0001,0.0,0.9999,reves,0.0
0.2198,-0.7349,0.6246,0.0001,0.0,0.9999,reves,0.0
0.2195,-0.7368,0.623,0.0001,0.0,0.9999,reves,0.0
0.217,-0.738,0.6228,0.0001,0.0,0.9999,reves,0.0
0.2147,-0.7336,0.6182,0.0001,0.0,0.9999,reves,0.0
0.2153,-0.7322,0.6144,0.0001,0.0,0.9999,reves,0.0
0.212,-0.7283,0.6093,0.0001,0.0,0.9999,reves,0.0
0.2103,-0.7252,0.6023,0.0001,0.0,0.9999,reves,0.0
0.2096,-0.7288,0.5984,0.0001,0.0,0.9999,reves,0.0
0.2102,-0.7295,0.6011,0.0001,0.0,0.9999,reves,0.0
0.2123,-0.7253,0.6057,0.0001,0.0,0.9999,reves,0.0
0.2112,-0.724,0.6072,0.0001,0.0,0.9999,reves,0.0
0.2084,-0.7267,0.609,0.0001,0.0,0.9999,reves,0.0
0.2085,-0.7314,0.6096,0.0001,0.0,0.9999,reves,0.0
0.2074,-0.7321,0.611,0.0001,0.0,0.9999,reves,0.0
0.2063,-0.7303,0.6111,0.0001,0.0,0.9999,reves,0.0
0.2048,-0.731,0.6116,0.0001,0.0,0.9999,reves,0.0
0.2037,-0.7275,0.6101,0.0001,0.0,0.9999,reves,0.0
0.2036,-0.7277,0.6097,0.0001,0.0,0.9999,reves,0.0
0.2037,-0.728,0.611,0.0001,0.0,0.9999,reves,0.0
0.2051,-0.7238,0.6099,0.0001,0.0,0.9999,reves,0.0
0.2032,-0.722,0.6107,0.0001,0.0,0.9999,reves,0.0
0.2031,-0.7209,0.6091,0.0001,0.0,0.9999,reves,0.0
0.2028,-0.7212,0.6013,0.0001,0.0,0.9999,reves,0.0
0.2036,-0.7264,0.5978,0.0001,0.0,0.9999,reves,0.0
0.2074,-0.7318,0.5986,0.0001,0.0,0.9999,reves,0.0
0.2097,-0.7361,0.6022,0.0001,0.0,0.9999,reves,0.0
0.2092,-0.7351,0.6061,0.0001,0.0,0.9999,reves,0.0
0.2115,-0.7344,0.61,0.0001,0.0,0.9999,reves,0.0
0.2129,-0.7394,0.6143,0.0001,0.0,0.9999,reves,0.0
0.2136,-0.7439,0.6147,0.0001,0.0,0.9999,reves,0.0
0.2118,-0.7423,0.6144,0.0001,0.0,0.9999,reves,0.0
0.2102,-0.7399,0.6149,0.0001,0.0,0.9999,reves,0.0
0.2111,-0.7372,0.6133,0.0001,0.0,0.9999,reves,0.0
0.2098,-0.738,0.6155,0.0001,0.0,0.9999,reves,0.0
0.2084,-0.7372,0.6127,0.0001,0.0,0.9999,reves,0.0
0.2059,-0.7352,0.6094,0.0001,0.0,0.9999,reves,0.0
0.2067,-0.735,0.6091,0.0001,0.0,0.9999,reves,0.0
0.2065,-0.7356,0.6089,0.0001,0.0,0.9999,reves,0.0
0.2073,-0.7339,0.6127,0.0001,0.0,0.9999,reves,0.0
0.2087,-0.7308,0.6145,0.0001,0.0,0.9999,reves,0.0
0.2074,-0.7324,0.6167,0.0001,0.0,0.9999,reves,0.0
0.2084,-0.7356,0.6182,0.0001,0.0,0.9999,reves,0.0
0.2083,-0.7335,0.6174,0.0001,0.0,0.9999,reves,0.0
0.208,-0.7314,0.6156,0.0001,0.0,0.9999,reves,0.0
0.2063,-0.7314,0.6102,0.0001,0.0,0.9999,reves,0.0
0.2053,-0.7313,0.6116,0.0001,0.0,0.9999,reves,0.0
0.21,-0.729,0.6139,0.0001,0.0,0.9999,reves,0.0
0.2075,-0.7277,0.6136,0.0001,0.0,0.9999,reves,0.0
0.2061,-0.7261,0.6112,0.3228,0.3485,0.3286,jalar,0.0
0.2094,-0.7296,0.6111,0.3228,0.3485,0.3286,jalar,0.0
0.2076,-0.7312,0.6073,0.3228,0.3485,0.3286,jalar,0.0
0.2076,-0.7314,0.6046,0.3228,0.3485,0.3286,jalar,0.0
0.2061,-0.7316,0.6029,0.3228,0.3485,0.3286,jalar,0.0
0.2081,-0.7311,0.6019,0.3228,0.3485,0.3286,jalar,0.0
0.2067,-0.7316,0.6006,0.3228,0.3485,0.3286,jalar,0.0
0.2106,-0.7361,0.6041,0.3228,0.3485,0.3286,jalar,0.0
0.213,-0.7385,0.6112,0.3228,0.3485,0.3286,jalar,0.0
0.2174,-0.7344,0.6149,0.3228,0.3485,0.3286,jalar,0.0
0.2131,-0.7382,0.615,0.3228,0.3485,0.3286,jalar,0.0
0.2174,-0.7432,0.6122,0.3228,0.3485,0.3286,jalar,0.0
0.2159,-0.7467,0.6078,0.3228,0.3485,0.3286,jalar,0.0
0.2178,-0.7474,0.6118,0.3228,0.3485,0.3286,jalar,0.0
0.2179,-0.7471,0.6111,0.3228,0.3485,0.3286,jalar,0.0
0.2163,-0.7494,0.6172,0.3228,0.3485,0.3286,jalar,0.0
0.2163,-0.7482,0.6183,0.3228,0.3485,0.3286,jalar,0.0
0.2159,-0.7472,0.6196,0.3228,0.3485,0.3286,jalar,0.0
0.2112,-0.7472,0.6179,0.3228,0.3485,0.3286,jalar,0.0
0.2124,-0.7449,0.6169,0.3228,0.3485,0.3286,jalar,0.0
0.2118,-0.7405,0.6111,0.3228,0.3485,0.3286,jalar,0.0
0.2081,-0.7358,0.6045,0.3228,0.3485,0.3286,jalar,0.0
0.2058,-0.73,0.599,0.3228,0.3485,0.3286,jalar,0.0
0.2042,-0.7268,0.5907,0.3228,0.3485,0.3286,jalar,0.0
0.1996,-0.7274,0.5807,0.3228,0.3485,0.3286,jalar,0.0
0.1998,-0.7264,0.5756,0.3228,0.3485,0.3286,jalar,0.0
0.2029,-0.7275,0.5756,0.3228,0.3485,0.3286,jalar,0.0
0.2026,-0.7272,0.5762,0.3228,0.3485,0.3286,jalar,0.0
0.2031,-0.7269,0.5778,0.3228,0.3485,0.3286,jalar,0.0
0.2061,-0.7305,0.5804,0.3228,0.3485,0.3286,jalar,0.0
0.2037,-0.7247,0.5806,0.3228,0.3485,0.3286,jalar,0.0
0.2035,-0.7227,0.585,0.3228,0.3485,0.3286,jalar,0.0
0.2041,-0.72,0.5865,0.3228,0.3485,0.3286,jalar,0.0
0.2048,-0.7242,0.5898,0.3228,0.3485,0.3286,jalar,0.0
0.2032,-0.7244,0.5935,0.3228,0.3485,0.3286,jalar,0.0
0.2036,-0.7256,0.5963,0.3228,0.3485,0.3286,jalar,0.0
0.2028,-0.7285,0.6003,0.3228,0.3485,0.3286,jalar,0.0
0.2029,-0.7312,0.6041,0.3228,0.3485,0.3286,jalar,0.0
0.2021,-0.7319,0.606,0.3228,0.3485,0.3286,jalar,0.0
0.2006,-0.728,0.6084,0.3228,0.3485,0.3286,jalar,0.0
0.2013,-0.7291,0.6088,0.3228,0.3485,0.3286,jalar,0.0
0.2045,-0.7361,0.6111,0.3228,0.3485,0.3286,jalar,0.0
0.2076,-0.7399,0.614,0.3228,0.3485,0.3286,jalar,0.0
0.2092,-0.739,0.6178,0.3228,0.3485,0.3286,jalar,0.0
0.2086,-0.7358,0.6189,0.3228,0.3485,0.3286,jalar,0.0
0.2141,-0.7368,0.6282,0.3228,0.3485,0.3286,jalar,0.0
0.2164,-0.7432,0.6306,0.3228,0.3485,0.3286,jalar,0.0
0.2134,-0.7478,0.6302,0.3228,0.3485,0.3286,jalar,0.0
0.2135,-0.744,0.6274,0.3228,0.3485,0.3286,jalar,0.0
0.2123,-0.7391,0.6213,0.3228,0.3485,0.3286,jalar,0.0
0.2115,-0.735,0.6167,0.3228,0.3485,0.3286,jalar,0.0
0.2122,-0.7393,0.6116,0.3228,0.3485,0.3286,jalar,0.0
0.208,-0.7357,0.6046,0.3228,0.3485,0.3286,jalar,0.0
0.2067,-0.7285,0.5961,0.3228,0.3485,0.3286,jalar,0.0
0.2053,-0.7251,0.5884,0.3228,0.3485,0.3286,jalar,0.0
0.2039,-0.7191,0.5796,0.3228,0.3485,0.3286,jalar,0.0
0.205,-0.7173,0.5778,0.3228,0.3485,0.3286,jalar,0.0
0.2076,-0.7191,0.5835,0.3228,0.3485,0.3286,jalar,0.0
0.2104,-0.7239,0.5885,0.3228,0.3485,0.3286,jalar,0.0
0.2094,-0.7244,0.5906,0.3228,0.3485,0.3286,jalar,0.0
0.2102,-0.7245,0.5886,0.3228,0.3485,0.3286,jalar,0.0
0.2102,-0.7218,0.5885,0.3228,0.3485,0.3286,jalar,0.0
0.2137,-0.7319,0.5953,0.3228,0.3485,0.3286,jalar,0.0
0.2145,-0.7347,0.6022,0.3228,0.3485,0.3286,jalar,0.0
0.2147,-0.7356,0.6084,0.3228,0.3485,0.3286,jalar,0.0
0.2148,-0.7344,0.6136,0.3228,0.3485,0.3286,jalar,0.0
0.2184,-0.7397,0.6199,0.3228,0.3485,0.3286,jalar,0.0
0.219,-0.7448,0.6268,0.3228,0.3485,0.3286,jalar,0.0
0.2155,-0.7413,0.6238,0.3228,0.3485,0.3286,jalar,0.0
0.2104,-0.7384,0.6174,0.3228,0.3485,0.3286,jalar,0.0
0.2108,-0.7354,0.61,0.3228,0.3485,0.3286,jalar,0.0
0.2113,-0.7355,0.6064,0.3228,0.3485,0.3286,jalar,0.0
0.21,-0.7367,0.6018,0.3228,0.3485,0.3286,jalar,0.0
0.2062,-0.7345,0.595,0.3228,0.3485,0.3286,jalar,0.0
0.2042,-0.7288,0.5898,0.3228,0.3485,0.3286,jalar,0.0
0.2072,-0.7257,0.5886,0.3228,0.3485,0.3286,jalar,0.0
0.2103,-0.7336,0.5947,0.3228,0.3485,0.3286,jalar,0.0
0.2119,-0.736,0.6017,0.3228,0.3485,0.3286,jalar,0.0
0.2097,-0.733,0.6066,0.3228,0.3485,0.3286,jalar,0.0
0.2115,-0.7321,0.6084,0.3228,0.3485,0.3286,jalar,0.0
0.2125,-0.7344,0.6091,0.3228,0.3485,0.3286,jalar,0.0
0.2129,-0.74,0.6111,0.3228,0.3485,0.3286,jalar,0.0
0.2133,-0.7388,0.613,0.3228,0.3485,0.3286,jalar,0.0
0.214,-0.7358,0.6173,0.3228,0.3485,0.3286,jalar,0.0
0.2134,-0.7371,0.6195,0.3228,0.3485,0.3286,jalar,0.0
0.2125,-0.7362,0.6172,0.3228,0.3485,0.3286,jalar,0.0
0.2146,-0.7422,0.6178,0.3228,0.3485,0.3286,jalar,0.0
0.2148,-0.7472,0.6151,0.3228,0.3485,0.3286,jalar,0.0
0.2107,-0.7455,0.6112,0.3228,0.3485,0.3286,jalar,0.0
0.2104,-0.7394,0.608,0.3228,0.3485,0.3286,jalar,0.0
0.2102,-0.7318,0.6047,0.3228,0.3485,0.3286,jalar,0.0
0.2074,-0.7341,0.6019,0.3228,0.3485,0.3286,jalar,0.0
0.2063,-0.7346,0.5995,0.3228,0.3485,0.3286,jalar,0.0
0.2053,-0.7305,0.593,0.3228,0.3485,0.3286,jalar,0.0
0.2059,-0.7279,0.589,0.3228,0.3485,0.3286,jalar,0.0
0.2063,-0.7285,0.5898,0.3228,0.3485,0.3286,jalar,0.0
0.2073,-0.7334,0.5951,0.3228,0.3485,0.3286,jalar,0.0
0.2097,-0.7349,0.6008,0.3228,0.3485,0.3286,jalar,0.0
0.2057,-0.7333,0.6024,0.3228,0.3485,0.3286,jalar,0.0
0.2106,-0.7335,0.6096,0.3228,0.3485,0.3286,jalar,0.0
0.2102,-0.7328,0.6139,0.3228,0.3485,0.3286,jalar,0.0
0.2063,-0.7328,0.6174,0.3228,0.3485,0.3286,jalar,0.0
0.2059,-0.7318,0.616,0.3228,0.3485,0.3286,jalar,0.0
0.2053,-0.73,0.6139,0.3228,0.3485,0.3286,jalar,0.0
0.2065,-0.7327,0.6149,0.3228,0.3485,0.3286,jalar,0.0
0.209,-0.7323,0.6123,0.3228,0.3485,0.3286,jalar,0.0
0.2052,-0.7329,0.6082,0.3228,0.3485,0.3286,jalar,0.0
0.2061,-0.7308,0.6038,0.3228,0.3485,0.3286,jalar,0.0
0.208,-0.7302,0.6012,0.3228,0.3485,0.3286,jalar,0.0
0.2063,-0.7283,0.5994,0.3228,0.3485,0.3286,jalar,0.0
0.2078,-0.7316,0.6012,0.3228,0.3485,0.3286,jalar,0.0
0.2113,-0.7322,0.603,0.3228,0.3485,0.3286,jalar,0.0
0.2115,-0.7358,0.6049,0.3228,0.3485,0.3286,jalar,0.0
0.2123,-0.7358,0.6073,0.3228,0.3485,0.3286,jalar,0.0
0.2161,-0.7383,0.6121,0.3228,0.3485,0.3286,jalar,0.0
0.2167,-0.7378,0.6168,0.3228,0.3485,0.3286,jalar,0.0
0.2158,-0.7379,0.6189,0.3228,0.3485,0.3286,jalar,0.0
0.217,-0.7395,0.621,0.3228,0.3485,0.3286,jalar,0.0
0.2161,-0.739,0.6196,0.3228,0.3485,0.3286,jalar,0.0
0.212,-0.7374,0.6143,0.3228,0.3485,0.3286,jalar,0.0
0.2075,-0.7386,0.6134,0.3228,0.3485,0.3286,jalar,0.0
0.2106,-0.7438,0.6187,0.3228,0.3485,0.3286,jalar,0.0
0.2114,-0.7347,0.6021,0.3228,0.3485,0.3286,jalar,0.0
0.199,-0.7328,0.5994,0.3228,0.3485,0.3286,jalar,0.0
0.204,-0.7223,0.5906,0.3228,0.3485,0.3286,jalar,0.0
0.2032,-0.7258,0.5957,0.3228,0.3485,0.3286,jalar,0.0
0.2039,-0.7317,0.6008,0.3228,0.3485,0.3286,jalar,0.0
0.2059,-0.7335,0.6039,0.3228,0.3485,0.3286,jalar,0.0
0.2058,-0.7338,0.6063,0.3228,0.3485,0.3286,jalar,0.0
0.2085,-0.7362,0.6095,0.3228,0.3485,0.3286,jalar,0.0
0.2125,-0.7386,0.6115,0.3228,0.3485,0.3286,jalar,0.0
0.21,-0.7393,0.613,0.3228,0.3485,0.3286,jalar,0.0
0.2101,-0.7358,0.6125,0.3228,0.3485,0.3286,jalar,0.0
0.2113,-0.7334,0.6127,0.3228,0.3485,0.3286,jalar,0.0
0.2117,-0.7355,0.6146,0.3228,0.3485,0.3286,jalar,0.0
0.2101,-0.7367,0.6138,0.3228,0.3485,0.3286,jalar,0.0
0.2086,-0.7313,0.6132,0.3228,0.3485,0.3286,jalar,0.0
0.21,-0.7275,0.6105,0.3228,0.3485,0.3286,jalar,0.0
0.2074,-0.7267,0.61,0.3228,0.3485,0.3286,jalar,0.0
0.207,-0.7261,0.6071,0.3228,0.3485,0.3286,jalar,0.0
0.2056,-0.7203,0.6049,0.3228,0.3485,0.3286,jalar,0.0
0.2032,-0.7217,0.6039,0.3228,0.3485,0.3286,jalar,0.0
